,id,book_id,work_id,authors,original_publication_year,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
7629,7630,9013,1019008,Slavomir Rawicz,1956.0,The Long Walk: The True Story of a Trek to Freedom,eng,4.18,10188,11990,1829,118,357,1876,4543,5096
7630,7631,682153,668546,Nora Roberts,2002.0,Three Fates,eng,4.03,17082,18071,510,167,745,4166,6232,6761
7631,7632,20983362,40360384,Alexandra Bracken,2016.0,"Passenger (Passenger, #1)",eng,3.84,23070,24910,5065,765,1786,5420,9610,7329
7632,7633,102857,3093644,"J.D. Robb, Susan Ericksen",2006.0,"Born in Death (In Death, #23)",en-US,4.33,17912,19972,634,61,271,2688,6938,10014
7633,7634,18666006,26489935,Chris Bohjalian,2014.0,"Close Your Eyes, Hold Hands",eng,3.59,12107,13725,2210,360,1372,4302,5187,2504
7634,7635,834378,2887138,Agatha Christie,1953.0,"A Pocket Full of Rye (Miss Marple, #7)",eng,3.83,17513,19949,762,88,751,6293,8096,4721
7635,7636,7011879,7257194,"Durjoy Datta, Maanvi Ahuja",2008.0,Of Course I Love You...! Till I Find Someone Better...,en-GB,3.21,6671,9661,301,1059,1663,2910,2203,1826
7636,7637,184850,2043796,Robyn Carr,2007.0,"Virgin River (Virgin River, #1)",eng,4.12,17371,19555,1513,314,749,3292,7150,8050
7637,7638,12009,2465248,Iain M. Banks,2004.0,The Algebraist,eng,3.99,13210,14793,606,185,684,3067,5984,4873
7638,7639,192510,186149,"José Mauro de Vasconcelos, قاسم صنعوی",1968.0,درخت زیبای من,per,4.36,2716,15091,931,164,392,1644,4516,8375
7639,7640,22642472,18444137,Margaret Atwood,2014.0,Stone Mattress: Nine Tales,eng,3.93,10622,14352,1898,205,663,3003,6568,3913
7640,7641,262545,254488,Ivan Doig,2006.0,The Whistling Season,eng,4.01,11379,13111,2132,133,521,2548,5842,4067
7641,7642,16000044,21761131,"Morgan Rhodes, Michelle Rowen",2013.0,"Rebel Spring (Falling Kingdoms, #2)",eng,4.16,18379,20295,2694,155,669,3219,7936,8316
7642,7643,18170134,25538798,"James Patterson, Marshall Karp",2014.0,"NYPD Red 2 (NYPD Red, #2)",eng,4.07,9293,14204,991,103,382,2711,6180,4828
7643,7644,12661,1200992,James A. Michener,1978.0,Chesapeake,en-US,4.14,15408,16846,656,113,489,3004,6523,6717
7644,7645,2430,2758207,Steve Martini,1997.0,The List,eng,3.95,11696,11850,145,157,422,2944,4698,3629
7645,7646,197436,2029633,Gloria Levine,2012.0,Ralph S. Mouse by Beverly Cleary: Teacher Guide (Novel Units),eng,3.95,14513,14513,49,355,659,3626,4548,5325
7646,7647,37100,1344080,Walter Mosley,1990.0,"Devil in a Blue Dress (Easy Rawlins, #1)",eng,3.91,12969,14217,884,134,718,3384,6091,3890
7647,7648,265650,961,"Michael Rosen, Jane Ray",2003.0,Shakespeare's Romeo and Juliet,eng,4.09,19052,19117,101,315,836,3940,5827,8199
7648,7649,298663,1724756,Jim Thompson,1952.0,The Killer Inside Me,eng,3.9,12425,13993,1046,269,834,3139,5584,4167
7649,7650,588747,1294338,Mary Elizabeth Braddon,1862.0,Lady Audley's Secret,eng,3.73,13329,15362,836,425,1186,4318,5587,3846
7650,7651,2528,1030699,"José Saramago, Margaret Jull Costa",1997.0,All the Names,en-US,3.88,9520,12630,920,202,745,3074,5005,3604
7651,7652,60057,1319726,Adriana Trigiani,2003.0,"Lucia, Lucia",eng,3.92,13360,14952,1352,119,649,3786,6155,4243
7652,7653,7514925,9720811,Jodi Lynn Anderson,2012.0,Tiger Lily,eng,3.98,16217,19116,4012,483,1234,3791,6258,7350
7653,7654,11430,13887,"Karen Kingsbury, Gary Smalley",2003.0,"Return (Redemption, #3)",eng,4.44,11737,12329,279,49,165,1310,3623,7182
7654,7655,114982,1128656,Philip Pullman,1985.0,"The Ruby in the Smoke (Sally Lockhart, #1)",en-US,3.75,16214,19279,1129,276,1204,5713,7926,4160
7655,7656,319300,578160,Amanda Foreman,1998.0,Georgiana: Duchess of Devonshire,en-US,3.79,11621,13740,1041,398,964,3569,5032,3777
7656,7657,11983940,15084403,A.C. Gaughen,2012.0,"Scarlet (Scarlet, #1)",eng,3.95,19665,20503,2574,669,1196,4074,7024,7540
7657,7658,12551077,17552643,Miranda Kenneally,2012.0,Stealing Parker,en-US,3.88,15997,16789,1216,358,1110,4177,5628,5516
7658,7659,26114516,45844277,Mary Kay Andrews,2016.0,The Weekenders,eng,3.7,11552,15018,1480,346,1272,4402,5586,3412
7659,7660,21330,2910,"Bill Willingham, Mark Buckingham, Steve Leialoha, Tony Akins, Jimmy Palmiotti",2005.0,"Fables, Vol. 5: The Mean Seasons",eng,4.19,17909,18221,545,120,340,2889,7435,7437
7660,7661,82888,1889484,Machado de Assis,1899.0,Dom Casmurro,por,4.24,10590,12196,363,127,410,1823,3921,5915
7661,7662,57913,813,"Robert Shea, Robert Anton Wilson",1975.0,The Illuminatus! Trilogy,eng,4.0,12444,13144,732,439,876,2427,3929,5473
7662,7663,6420846,6610047,Alexander Gordon Smith,2009.0,"Lockdown (Escape from Furnace, #1)",en-US,4.1,14024,15565,1995,346,734,2651,5128,6706
7663,7664,16696,818664,"Michael Chabon, Jay Ryan",2004.0,The Final Solution,en-US,3.31,12466,13740,1454,282,1965,6003,4240,1250
7664,7665,7010683,7255831,Nancy Thayer,2010.0,Beachcombers,en-US,3.77,12845,13822,793,190,873,4214,5176,3369
7665,7666,7870457,11044835,"John Layman, Rob Guillory",2010.0,"Chew, Vol. 2: International Flavor",eng,4.13,13134,13315,582,256,402,2126,5146,5385
7666,7667,452244,440863,Poppy Z. Brite,1992.0,Lost Souls,eng,3.89,13905,14634,626,548,1055,3173,4517,5341
7667,7668,86658,3876535,Joseph Conrad,1907.0,The Secret Agent,eng,3.59,11590,14284,943,452,1379,4536,5166,2751
7668,7669,514210,1223062,Alan W. Watts,1957.0,The Way of Zen,eng,4.18,11166,11779,375,83,325,2034,4326,5011
7669,7670,13642710,19257521,Ramez Naam,2012.0,"Nexus (Nexus, #1)",eng,4.06,9623,12752,1342,181,531,2242,5246,4552
7670,7671,896622,1331430,Kathleen E. Woodiwiss,1974.0,The Wolf and the Dove,eng,4.14,13694,15105,562,312,704,2527,4579,6983
7671,7672,18080923,42285947,Veronica Roth,2014.0,"The Traitor (Divergent, #0.4)",eng,4.19,12299,15371,568,136,538,2745,4878,7074
7672,7673,21412360,30834204,Colm Tóibín,2014.0,Nora Webster,eng,3.58,10353,13050,2087,416,1335,3896,5066,2337
7673,7674,11532160,16470427,Jamie McGuire,2011.0,"Requiem (Providence, #2)",eng,4.15,16911,17976,755,193,628,3092,6487,7576
7674,7675,7840156,10929345,Steve Berry,2010.0,"The Emperor's Tomb (Cotton Malone, #6)",en-US,3.95,13159,14748,779,123,667,3496,5985,4477
7675,7676,18079661,25323488,Lisa Gardner,2014.0,"Fear Nothing (Detective D.D. Warren, #7)",eng,4.1,5982,14645,1351,139,420,2544,6279,5263
7676,7677,184644,178465,"Dorie Greenspan, Alan    Richardson",1980.0,Baking: From My Home to Yours,en-US,4.18,11662,11686,133,333,471,1877,3126,5879
7677,7678,7290826,8567932,Jane Green,2010.0,Promises to Keep,en-US,3.81,12830,14223,1062,251,841,3929,5474,3728
7678,7679,10813480,15727095,Kristen Ashley,2011.0,"For You (The 'Burg, #1)",eng,4.19,23889,24277,1528,414,793,3414,8756,10900
7679,7680,439363,428191,"Aya Nakahara, Pookie Rolf",2001.0,"Love★Com, Vol. 1",eng,4.22,13801,13994,215,398,624,2107,3267,7598
7680,7681,148584,895143,Agatha Christie,1972.0,"Elephants Can Remember (Hercule Poirot, #37)",eng,3.62,15420,18300,884,332,1638,6340,6243,3747
7681,7682,17948485,24502143,Belle Aurora,2013.0,"Friend-Zoned (Friend-Zoned, #1)",eng,3.99,20585,23368,2030,954,1413,4033,7575,9393
7682,7683,98,4462,"Heidi Murkoff, Sharon Mazel, Heidi Murkoff, Arlene Eisenberg, Sandee Hathaway, Mark D. Widome",1989.0,What to Expect the First Year (What to Expect),eng,3.86,10807,13247,784,359,816,3301,4586,4185
7683,7684,59836,1912773,Danielle Steel,1986.0,The Gift,en-US,3.91,12382,13114,473,218,819,3420,4186,4471
7684,7685,11699349,16646457,Kristin Levine,2012.0,The Lions of Little Rock,eng,4.22,12962,13692,1632,304,447,1744,4655,6542
7685,7686,169487,163663,Phillip C. McGraw,2000.0,Self Matters: Creating Your Life from the Inside Out,en-US,3.62,9609,9920,109,516,1037,2877,2790,2700
7686,7687,8951449,13828200,Amanda Hocking,2010.0,"Hollowland (The Hollows, #1)",eng,3.97,13847,17073,1569,416,1057,3458,5910,6232
7687,7688,7942008,11374642,Hidekaz Himaruya,2008.0,"Hetalia: Axis Powers, Vol. 1 (Hetalia: Axis Powers, #1)",en-US,4.35,11985,12075,195,317,461,1380,2391,7526
7688,7689,1298171,1287327,"Andrew Stanton, Walt Disney Company",1996.0,Finding Nemo,eng,4.47,12160,12210,51,102,310,1412,2323,8063
7689,7690,14480,888928,"Herman Parish, Lynn Sweat",2002.0,Calling Doctor Amelia Bedelia,eng,4.29,12422,12452,43,177,404,2059,2849,6963
7690,7691,11324166,13210557,Gail Carriger,2012.0,"Timeless (Parasol Protectorate, #5)",eng,4.12,18617,21814,2176,100,571,3968,9168,8007
7691,7692,112874,142735,Jan Karon,1995.0,"These High, Green Hills (Mitford Years, #3)",eng,4.27,14106,15486,475,45,202,2303,5939,6997
7692,7693,23158207,42705109,"Eric Schmidt, Jonathan Rosenberg",2014.0,How Google Works,en-CA,4.03,11703,13299,883,228,592,2456,5287,4736
7693,7694,20559676,25337090,J.A. Redmerski,2013.0,"Killing Sarai (In the Company of Killers, #1)",eng,4.17,11301,22997,2409,409,907,3368,7967,10346
7694,7695,10893138,16947613,Cecelia Ahern,2011.0,The Time of My Life,eng,3.85,11684,14662,1346,295,978,3677,5393,4319
7695,7696,821000,1359963,"A.A. Milne, Ernest H. Shepard",1927.0,"Now We Are Six (Winnie-the-Pooh, #4)",eng,4.38,15840,16568,287,85,355,2267,4411,9450
7696,7697,3665811,3709042,L.J. Smith,2009.0,"The Captive Part II / The Power (The Secret Circle, #2-3)",eng,4.11,16231,17148,553,218,815,3446,5116,7553
7697,7698,16045078,21823294,Mary Kay Andrews,2013.0,Ladies' Night,en-US,3.8,12306,14024,1480,218,791,3961,5657,3397
7698,7699,14759321,20408849,Jane Green,2013.0,Family Pictures ,eng,3.62,12089,14152,1662,342,1281,4464,5370,2695
7699,7700,7384801,7085183,Lara Adrian,2010.0,"Taken by Midnight (Midnight Breed, #8)",eng,4.27,19135,20818,802,105,458,3009,7314,9932
7700,7701,1249630,1238374,"José Maria de Eça de Queirós, Ester de Lemos",1888.0,Os Maias,por,3.99,10649,12744,376,238,751,2474,4685,4596
7701,7702,23252517,42794706,Amy Harmon,2014.0,"The Law of Moses (The Law of Moses, #1)",eng,4.37,17279,17920,2938,242,528,1794,5120,10236
7702,7703,29975458,50373510,Amy Gentry,2016.0,Good as Gone,eng,3.53,12121,18041,1739,424,1765,6454,6710,2688
7703,7704,114188,2405272,Nora Roberts,1996.0,Holding the Dream (Dream Trilogy #2),en-US,4.02,16902,18628,301,98,709,4492,6792,6537
7704,7705,17191012,23643463,Tijan,2013.0,"Fallen Crest Family (Fallen Crest High, #2)",en-US,4.28,21259,21335,1064,188,650,2949,6716,10832
7705,7706,99297,95730,Amanda Grange,2005.0,"Mr. Darcy's Diary (Jane Austen Heroes, #1)",en-GB,3.63,15151,16028,1445,595,1559,4819,5305,3750
7706,7707,297186,1026877,Robert Crais,1999.0,"L.A. Requiem (Elvis Cole, #8)",fre,4.26,12632,14156,493,72,212,1810,5924,6138
7707,7708,10960383,15878096,Joshilyn Jackson,2010.0,A Grown-Up Kind of Pretty,eng,3.93,14800,15821,2072,227,692,3406,7150,4346
7708,7709,15733346,21414594,Miranda Hart,2012.0,Is It Just Me?,eng,3.8,11626,13994,1510,536,1133,3185,4841,4299
7709,7710,89884,1168090,Kent Haruf,2004.0,"Eventide (Plainsong, #2)",eng,4.16,12661,14087,1302,60,310,2220,6165,5332
7710,7711,5199185,18970415,"Tim Hamilton, Ray Bradbury",2009.0,Fahrenheit 451: The Authorized Adaptation,eng,3.92,11809,12229,564,277,707,2785,4439,4021
7711,7712,2122216,2127653,Maki Minami,2003.0,"Special A, Vol. 1 (Special A, #1)",ind,4.18,14607,15289,159,396,755,2499,3621,8018
7712,7713,6255949,6439033,"Hiroshi Sakurazaka, 桜坂洋, Alexander O. Smith, Joseph Reeder",2004.0,All You Need Is Kill,eng,4.05,10073,13242,1463,81,449,2508,5872,4332
7713,7714,24408,2846541,Elizabeth George Speare,1961.0,The Bronze Bow,en-US,3.93,15507,16325,1465,487,977,3406,5729,5726
7714,7715,23426,14280312,Alain de Botton,1993.0,On Love,eng,3.97,8288,12750,1169,168,648,2698,5071,4165
7715,7716,27397,227861,Jonathan Harr,1995.0,A Civil Action,en-US,3.94,11985,12304,701,99,493,2968,5178,3566
7716,7717,621739,3012947,Wanda Gág,1928.0,Millions of Cats,eng,4.08,16991,17260,612,282,921,3510,4888,7659
7717,7718,313256,2799713,Christine Feehan,2000.0,"Dark Challenge (Dark, #5)",eng,4.23,17015,18612,355,120,556,3150,5924,8862
7718,7719,15791403,21513003,"James Patterson, David Ellis",2013.0,Mistress,eng,3.52,10475,13598,1565,577,1561,4362,4368,2730
7719,7720,208146,201468,Allen Say,1993.0,Grandfather's Journey,en-US,4.12,13337,13547,1138,257,579,2453,4269,5989
7720,7721,38030,811180,Mary Kay Andrews,2002.0,"Savannah Blues (Weezie and Bebe Mysteries, #1)",en-US,3.97,13886,15169,1036,123,572,3594,6157,4723
7721,7722,294043,285324,James Rollins,2000.0,Excavation,en-US,4.02,13148,14341,506,128,537,3230,5478,4968
7722,7723,159418,17612730,"René Descartes, Donald A. Cress",1637.0,Discourse on Method,eng,3.7,10615,12610,288,309,1137,3853,4052,3259
7723,7724,144789,504379,Matthew Reilly,2003.0,"Scarecrow (Shane Schofield, #3)",eng,4.21,11900,12927,420,147,414,1991,4414,5961
7724,7725,9064899,13942966,Kiersten White,2012.0,"Endlessly (Paranormalcy, #3)",eng,3.99,18789,19490,1528,292,1177,4388,6202,7431
7725,7726,27868677,47306041,Ella Carey,2016.0,The House by the Lake,en-US,3.9,10440,15176,804,362,913,3490,5510,4901
7726,7727,73184,996684,Thich Nhat Hanh,1995.0,"Living Buddha, Living Christ",eng,4.13,10943,11804,514,219,374,2052,4160,4999
7727,7728,1170158,964597,Ursula K. Le Guin,1975.0,The Earthsea Trilogy,eng,4.25,14199,15178,296,158,408,2185,5190,7237
7728,7729,17325147,24022649,Jessica Park,2013.0,"Left Drowning (Left Drowning, #1)",eng,4.14,17461,20780,2437,480,934,3191,6684,9491
7729,7730,7268995,8391024,"Philip C. Stead, Erin E. Stead",2010.0,A Sick Day for Amos McGee,en-US,4.25,15444,15473,1925,275,522,2192,4630,7854
7730,7731,18651980,26112550,Smith Henderson,2014.0,Fourth of July Creek,eng,3.83,10390,11935,1920,333,830,2600,4952,3220
7731,7732,276877,2883746,Lisa Jackson,2007.0,"Absolute Fear (New Orleans, #4)",en-US,4.15,13190,13864,381,113,388,2553,5121,5689
7732,7733,43992,5951603,Greg Iles,2006.0,True Evil,eng,4.05,11234,13779,835,109,429,2729,5884,4628
7733,7734,59091,1238780,"Erskine Caldwell, Lewis Nordan",1932.0,Tobacco Road (Brown Thrasher Books),en-US,3.73,10959,11779,587,411,983,3087,4154,3144
7734,7735,1747896,3254095,Kate Summerscale,2008.0,The Suspicions of Mr. Whicher: A Shocking Murder and the Undoing of a Great Victorian Detective,en-US,3.43,11316,14608,1652,616,1898,4959,4881,2254
7735,7736,425377,414437,Loretta Chase,1995.0,"Lord of Scoundrels (Scoundrels, #3)",eng,4.12,19137,22132,1652,422,1003,3765,7333,9609
7736,7737,60177,891152,L. Frank Baum,1907.0,"Ozma of Oz (Oz, #3)",eng,3.97,14829,17270,777,140,660,4484,6356,5630
7737,7738,2371,1391380,David McCullough,1968.0,The Johnstown Flood,eng,4.11,11691,13740,1202,121,351,2442,5842,4984
7738,7739,3268926,3132696,Glenn Beck,2008.0,The Christmas Sweater,eng,3.79,12916,13413,2361,417,1064,3409,4573,3950
7739,7740,16074748,21525091,Rachel Renée Russell,2010.0,"Tales from a Not-So-Happy Heartbreaker (Dork Diaries, #6)",eng,4.42,9554,13170,638,270,390,1405,2562,8543
7740,7741,294045,1018137,James Rollins,2001.0,Deep Fathom,eng,4.07,13227,14153,360,101,493,2981,5348,5230
7741,7742,3216451,3887843,Nelson DeMille,2008.0,The Gate House,en-US,3.71,12625,13679,1207,445,1112,3767,5004,3351
7742,7743,19501672,24797649,"J. Lynn, Jennifer L. Armentrout",2014.0,"Stay with Me (Wait for You, #3)",eng,4.17,20654,23018,1876,222,726,3678,8588,9804
7743,7744,15743075,13626536,Sylvia Day,2011.0,Seven Years to Sin,en-US,3.89,10703,16403,1022,371,979,3951,5892,5210
7744,7745,13580928,19165894,Ally Carter,2013.0,"Perfect Scoundrels (Heist Society, #3)",en-GB,4.28,20029,20912,1711,145,406,2889,7463,10009
7745,7746,6562380,6755222,"Larry Bird, Earvin Johnson, Jackie MacMullan",2009.0,When the Game Was Ours,en-US,4.16,9401,9869,377,206,331,1630,3207,4495
7746,7747,66676,231629,R.A. Salvatore,2004.0,"The Two Swords (Forgotten Realms: Hunter's Blades, #3; Legend of Drizzt, #16)",en-GB,4.16,11756,12670,114,68,444,2288,4407,5463
7747,7748,31304,908233,Agatha Christie,1971.0,"Nemesis (Miss Marple, #12)",eng,3.84,15406,17889,775,159,1047,5104,6749,4830
7748,7749,3379,91467,Douglas Coupland,2001.0,All Families are Psychotic,eng,3.69,10461,11830,531,211,923,3638,4592,2466
7749,7750,867387,3100762,Tony Hillerman,1970.0,"The Blessing Way (Leaphorn & Chee, #1)",en-US,4.06,14138,15443,651,117,421,3133,6516,5256
7750,7751,12029468,16995682,Jane Green,2012.0,Another Piece of My Heart,eng,3.7,11882,13585,1451,327,1044,4059,5126,3029
7751,7752,1457790,1448591,Camilla Läckberg,2005.0,"Stenhuggaren (Patrik Hedström, #3)",swe,3.85,6435,15722,1269,260,759,3862,7092,3749
7752,7753,1908511,1910398,Mo Willems,2008.0,The Pigeon Wants a Puppy!,en-US,4.37,17490,17555,730,213,496,2174,4458,10214
7753,7754,22551809,42009504,David  Brooks,2015.0,The Road to Character,eng,3.66,10648,12263,1213,574,1189,3279,4001,3220
7754,7755,23884,1066730,"Gabriel García Márquez, Edith Grossman",1989.0,The General in His Labyrinth,eng,3.66,10286,13356,604,241,1124,4243,5011,2737
7755,7756,60142,2115431,Mario Vargas Llosa,1962.0,La ciudad y los perros,spa,4.09,9782,11826,497,182,427,2026,4708,4483
7756,7757,18599754,26365948,Cammie McGovern,2014.0,Say What You Will,eng,3.7,11559,13778,1905,408,1202,3951,4796,3421
7757,7758,21489683,40816611,Tess Gerritsen,2014.0,"Die Again (Rizzoli & Isles, #11)",eng,4.16,10837,15729,1618,94,384,2524,6674,6053
7758,7759,85993,1926611,Meg Cabot,2006.0,"Party Princess (The Princess Diaries, #7)",eng,3.67,19068,21002,498,393,1893,7070,6487,5159
7759,7760,17800786,24901276,H.M. Ward,2013.0,"Damaged 2 (Damaged, #2)",eng,4.13,16833,18994,986,176,627,3312,7224,7655
7760,7761,323289,30783,Sandra Brown,1995.0,The Witness,eng,3.98,10558,14481,751,144,579,3200,6017,4541
7761,7762,6692041,311976,Susan Abulhawa,2006.0,Mornings in Jenin,eng,4.35,8590,13222,2386,150,331,1378,4229,7134
7762,7763,207694,201020,Melissa Nathan,2003.0,The Nanny,eng,3.78,10872,11250,189,337,896,3116,3487,3414
7763,7764,22892122,42462101,Katy Evans,2015.0,"Manwhore (Manwhore, #1)",eng,4.14,19220,21242,2423,438,999,3105,7308,9392
7764,7765,16479439,10753679,Peter Clines,2010.0,"Ex-Heroes (Ex-Heroes, #1)",eng,3.87,5354,12111,1258,163,688,2926,5119,3215
7765,7766,89184,86076,Alastair Reynolds,2003.0,Absolution Gap,en-GB,4.01,12105,13441,421,82,538,2745,5871,4205
7766,7767,17490,19047,Enid Blyton,1991.0,The Faraway Tree Stories (The Faraway Tree #1-3),eng,4.28,11405,13026,293,213,421,1887,3543,6962
7767,7768,171001,2264761,Misty Bernall,1999.0,She Said Yes: The Unlikely Martyrdom of Cassie Bernall,eng,3.9,12272,12771,610,349,909,3065,3778,4670
7768,7769,30919,1001166,Evelyn Waugh,1937.0,Scoop,eng,3.86,12032,13654,703,212,811,3459,5306,3866
7769,7770,85622,2637573,Rita Golden Gelman,2001.0,Tales of a Female Nomad: Living at Large in the World,eng,3.84,11380,11886,1142,357,868,2847,4022,3792
7770,7771,19631,1769,Lorrie Moore,1998.0,Birds of America,eng,4.12,10768,11602,976,140,476,1923,4416,4647
7771,7772,26252659,46249382,Lauren Blakely,2016.0,Big Rock,eng,3.97,15203,20083,2363,340,1081,4307,7531,6824
7772,7773,23207027,42750582,Kendare Blake,2016.0,"Three Dark Crowns (Three Dark Crowns, #1)",eng,3.86,9386,21650,4782,467,1491,5006,8385,6301
7773,7774,6422680,6611909,Elizabeth Bard,2010.0,"Lunch in Paris: A Love Story, with Recipes",eng,3.67,11458,12522,1357,318,1052,3902,4477,2773
7774,7775,159177,153639,John Jakes,1984.0,"Love and War (North and South, #2)",eng,4.1,13844,14353,249,113,449,2913,5269,5609
7775,7776,12846479,13490521,Aprilynne Pike,2012.0,"Destined (Wings, #4)",en-US,4.19,18485,19571,1631,282,776,3200,5966,9347
7776,7777,9443405,6498897,"David Foster Wallace, Michael Pietsch",2011.0,The Pale King,en-US,3.95,10982,12088,1580,335,644,2150,5083,3876
7777,7778,27297,3320969,"Confucius, D.C. Lau",-476.0,The Analects,eng,3.82,9807,13227,468,282,1027,3516,4303,4099
7778,7779,50039,702279,"Pamela Des Barres, Dave Navarro",1987.0,I'm with the Band: Confessions of a Groupie,en-US,3.67,11172,11795,611,471,1206,3329,3575,3214
7779,7780,5148720,5215692,Richelle Mead,2009.0,"Succubus Heat (Georgina Kincaid, #4)",en-GB,4.19,20108,22467,848,151,625,3611,8469,9611
7780,7781,4714126,4778526,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2009.0,"The Walking Dead, Vol. 09: Here We Remain",en-GB,4.25,14085,14845,551,47,214,2263,5781,6540
7781,7782,20613920,39895498,Mariana Zapata,2014.0,Under Locke,eng,4.11,24373,24473,1969,375,1093,4099,8896,10010
7782,7783,625094,1132275,"Giuseppe Tomasi di Lampedusa, Archibald Colquhoun",1958.0,The Leopard,eng,3.99,9664,14685,1079,308,836,2984,5114,5443
7783,7784,22469,1409945,"Paul Jenkins, Andy Kubert, Richard Isanove, Joe Quesada, Bill Jemas",2001.0,Wolverine: Origin,eng,3.96,10790,12786,330,209,799,2857,4339,4582
7784,7785,397456,550582,V.C. Andrews,1990.0,"Dawn (Cutler, #1)",eng,3.87,13674,14091,255,205,1086,3872,4162,4766
7785,7786,285212,276710,"Patricia Briggs, Eileen Wilks, Karen Chance, Sunny",2007.0,"On the Prowl (Alpha & Omega, #0.5)",eng,4.05,21757,22552,1115,128,880,5153,8074,8317
7786,7787,37303,582951,John Sandford,1992.0,Silent Prey (Lucas Davenport #4),en-US,4.13,14522,16052,380,58,275,2845,7191,5683
7787,7788,231989,856940,Sara Douglass,1995.0,"The Wayfarer Redemption (Wayfarer Redemption, #1)",eng,3.93,12632,14470,363,373,873,3198,4989,5037
7788,7789,70287,2901163,Sandra Gulland,1995.0,"The Many Lives & Secret Sorrows of Josephine B. (Josephine Bonaparte, #1)",eng,4.09,12398,13302,792,185,482,2380,5109,5146
7789,7790,7701043,10395196,حسن الجندي,2011.0,الجزار,ara,4.11,9413,10370,1329,246,534,1662,3367,4561
7790,7791,12037026,17003601,Lisa Scottoline,2012.0,Come Home,eng,3.56,12971,14130,1690,464,1519,4482,4926,2739
7791,7792,7825557,10874302,Adam Gidwitz,2010.0,"A Tale Dark & Grimm (A Tale Dark & Grimm, #1)",en-US,4.04,15041,17643,2875,344,926,3488,5866,7019
7792,7793,7165405,6799328,Trudi Canavan,2010.0,"The Ambassador's Mission (Traitor Spy Trilogy, #1)",en-US,3.9,12385,14733,499,167,738,3698,5874,4256
7793,7794,50695,14069,Philip Roth,2006.0,Everyman,eng,3.54,10298,12700,1283,278,1325,4387,4631,2079
7794,7795,1300350,6317555,Dee Lestari,2002.0,Supernova: Akar,ind,3.78,7932,8322,638,131,614,2403,3017,2157
7795,7796,491735,461588,"Alisa Valdes, Alisa Valdes-Rodriguez",2003.0,"The Dirty Girls Social Club (Dirty Girls, #1)",eng,3.46,11045,11639,686,695,1531,3681,3218,2514
7796,7797,395875,385372,L.J. Smith,1991.0,"Dark Reunion (The Vampire Diaries, #4)",eng,3.54,17056,20148,669,1005,2635,6133,5194,5181
7797,7798,70912,1087069,Luke Rhinehart,1971.0,The Dice Man,eng,3.6,9813,12633,730,817,1335,3155,4150,3176
7798,7799,6867952,7083417,"Yana Toboso, Tomo Kimura",2007.0,"Black Butler, Vol. 2 (Black Butler, #2)",eng,4.48,15194,15713,314,127,279,1547,3675,10085
7799,7800,7519866,9738038,Bret Easton Ellis,2010.0,Imperial Bedrooms ,en-US,3.14,11093,12724,1084,890,2427,4784,3199,1424
7800,7801,22296542,24945287,"Krista Ritchie, Becca Ritchie",2013.0,"Addicted to You (Addicted, #1)",eng,3.9,12746,20746,2441,649,1326,4507,7324,6940
7801,7802,22021611,41338754,Gayle Forman,2014.0,"Just One Night (Just One Day, #2.5)",eng,4.12,15986,17406,2018,231,805,3117,5774,7479
7802,7803,22931009,14286509,Amazon,2009.0,Kindle User's Guide,eng,3.64,3508,9964,29,1197,944,1810,2292,3721
7803,7804,10778410,15690266,"James Patterson, Jill Dembowski, Elijah Wood, Spencer Locke",2011.0,"The Fire (Witch & Wizard, #3)",eng,3.87,11789,15877,840,426,1215,3838,4923,5475
7804,7805,71863,2057013,John Marsden,1995.0,"A Killing Frost (Tomorrow, #3)",eng,4.19,13199,15090,503,37,317,2500,6152,6084
7805,7806,181077,2029501,"Eleanor Coerr, Ronald Himler",1977.0,Sadako and the Thousand Paper Cranes,eng,4.09,14578,16161,1195,160,562,3208,5901,6330
7806,7807,13616,6790,"Tsugumi Ohba, Takeshi Obata",2004.0,"Death Note, Vol. 4: Love (Death Note, #4)",eng,4.38,16819,17860,560,67,329,2135,5595,9734
7807,7808,77661,3222080,Josephine Tey,1951.0,"The Daughter of Time (Inspector Alan Grant, #5)",en-US,3.95,15626,17898,2224,323,1062,3835,6613,6065
7808,7809,93799,1027588,Daniel Silva,2005.0,"Prince of Fire (Gabriel Allon, #5)",eng,4.17,11250,13683,523,52,253,2147,6033,5198
7809,7810,26097,1037708,"Milan Kundera, Linda Asher",1995.0,Slowness,en-US,3.66,8620,11204,650,223,920,3587,4183,2291
7810,7811,20883847,40224712,Brian  McClellan,2015.0,"The Autumn Republic (Powder Mage, #3)",eng,4.35,10910,13231,778,38,169,1318,5239,6467
7811,7812,11041,1369571,Anaïs Nin,1977.0,Delta of Venus,eng,3.69,10561,13945,887,372,1218,4027,5141,3187
7812,7813,6488483,6679864,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2010.0,"The Walking Dead, Vol. 11: Fear the Hunters",eng,4.33,13202,14777,562,76,208,1758,5457,7278
7813,7814,102439,3101132,Vernor Vinge,2006.0,Rainbows End,eng,3.76,12314,13272,804,306,1038,3588,4954,3386
